run_id,returncode,first_tcp,second_tcp,queue,base_rtt,ecn,rng_run,stop_time,link_rate,throughput_mean_mbps,throughput_p05_mbps,throughput_p95_mbps,second_throughput_mean_mbps,ping_rtt_mean_ms,ping_rtt_p95_ms,queue_delay_mean_ms,queue_delay_p95_ms,queue_delay_max_ms,cwnd_mean_segments,drop_count,mark_count,elapsed_wall_seconds,git_commit
tcp-cubic_queue-red_rtt-50ms_ecn-0_run-3,0,cubic,,red,50ms,0,3,40s,50Mbps,34.414136666666664,12.536755,48.006969999999995,nan,50.37970586206897,51.019185,0.2415439322621508,1.2,4.8,174.33101228501226,7,0,23.205934762954712,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-50ms_ecn-1_run-1,0,cubic,,red,50ms,1,1,40s,50Mbps,37.78391933333333,12.536755,48.1894,nan,50.47862034482758,52.033525,0.24304760532307848,1.2,5.30048,175.93339273356403,0,7,25.388824939727783,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-50ms_ecn-1_run-2,0,cubic,,red,50ms,1,2,40s,50Mbps,37.77658533333333,12.536755,48.1894,nan,50.458619999999996,51.838260000000005,0.23806631033365727,1.2,5.06048,175.69784228769498,0,5,25.448307991027832,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-50ms_ecn-1_run-3,0,cubic,,red,50ms,1,3,40s,50Mbps,34.496766,12.536755,48.1894,nan,50.387380344827584,51.132265000000004,0.2440132529265697,1.2,5.30048,171.54008850931677,0,7,23.277395963668823,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-0_run-1,0,cubic,,red,80ms,0,1,40s,50Mbps,34.53498986666667,7.011216000000001,48.1894,nan,80.49231,81.691895,0.28151948962329865,1.44,5.76,272.13656403269755,8,0,23.15319514274597,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-0_run-2,0,cubic,,red,80ms,0,2,40s,50Mbps,34.508730533333335,7.011216000000001,48.1894,nan,80.49007586206896,81.73828,0.2820417997122939,1.44,5.76,272.14964545454546,8,0,23.133311986923218,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-0_run-3,0,cubic,,red,80ms,0,3,40s,50Mbps,34.52572853333333,7.011216000000001,48.1894,nan,80.50838206896552,81.74629,0.2815133649645531,1.44,5.76,272.3574859218892,8,0,23.49173903465271,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-1_run-1,0,cubic,,red,80ms,1,1,40s,50Mbps,34.53576186666667,7.011216000000001,48.1894,nan,80.5096227586207,81.771445,0.28787693859047786,1.44,6.0,265.54163636363637,2,10,23.710312843322754,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-1_run-2,0,cubic,,red,80ms,1,2,40s,50Mbps,34.5284252,7.011216000000001,48.1894,nan,80.51821896551725,81.764875,0.28774569156759744,1.44,6.0,265.70051121076233,3,10,23.39616298675537,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-cubic_queue-red_rtt-80ms_ecn-1_run-3,0,cubic,,red,80ms,1,3,40s,50Mbps,34.514909200000005,7.011216000000001,48.1894,nan,80.49474172413792,81.68724,0.28644704091341583,1.44,6.0,265.4908877665544,3,11,23.306896924972534,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-10ms_ecn-1_run-1,0,dctcp,,codel,10ms,1,1,40s,50Mbps,48.19249333333333,48.1894,48.2213,nan,11.352466551724138,11.753260000000001,0.5878080741806554,1.2,1.92,49.74549807089463,0,10182,37.066609144210815,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-10ms_ecn-1_run-2,0,dctcp,,codel,10ms,1,2,40s,50Mbps,48.19249333333333,48.1894,48.2213,nan,11.352466551724138,11.753260000000001,0.5878080741806554,1.2,1.92,49.74549807089463,0,10182,6368.738662004471,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-10ms_ecn-1_run-3,0,dctcp,,codel,10ms,1,3,40s,50Mbps,48.19249333333333,48.1894,48.2213,nan,11.352466551724138,11.753260000000001,0.5878080741806554,1.2,1.92,49.74549807089463,0,10182,183.80057096481323,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-50ms_ecn-1_run-1,0,dctcp,,codel,50ms,1,1,40s,50Mbps,45.449409333333335,27.83927,48.1894,nan,50.93954724137931,51.738215,0.3213389834999093,0.96,1.68,208.73029604352126,0,2656,31.804867029190063,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-50ms_ecn-1_run-2,0,dctcp,,codel,50ms,1,2,40s,50Mbps,45.449409333333335,27.83927,48.1894,nan,50.93954724137931,51.738215,0.3213389834999093,0.96,1.68,208.73029604352126,0,2656,31.871689081192017,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-50ms_ecn-1_run-3,0,dctcp,,codel,50ms,1,3,40s,50Mbps,45.449409333333335,27.83927,48.1894,nan,50.93954724137931,51.738215,0.3213389834999093,0.96,1.68,208.73029604352126,0,2656,31.66509485244751,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
tcp-dctcp_queue-codel_rtt-80ms_ecn-1_run-1,0,dctcp,,codel,80ms,1,1,40s,50Mbps,33.136025866666664,10.825254999999999,48.1894,nan,80.41491068965517,81.51464999999999,0.2316368030184512,0.96,1.68,253.02485403587445,0,798,5772.080562114716,e2c9e30c6ebdfd534aa7e30f6324b5674d138b9f
